Source,Device Category,Hour Index,User Type,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue
********* NON-BUYERS 10-26,mobile,000033,New Visitor,2,0.00%,9.50,00:02:01,0,$0.00
********* NON-BUYERS 10-26,mobile,000047,Returning Visitor,2,0.00%,6.00,00:04:54,0,$0.00
********* NON-BUYERS 10-26,mobile,000048,New Visitor,2,0.00%,15.50,00:14:32,0,$0.00
********* NON-BUYERS 10-26,mobile,000049,Returning Visitor,2,50.00%,4.00,00:09:21,0,$0.00
********* NON-BUYERS 10-26,mobile,000050,Returning Visitor,2,0.00%,7.50,00:03:06,0,$0.00
********* NON-BUYERS 10-26,mobile,000051,Returning Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********* NON-BUYERS 10-26,mobile,000054,Returning Visitor,2,0.00%,8.00,00:04:42,0,$0.00
********* NON-BUYERS 10-26,mobile,000056,New Visitor,2,0.00%,5.00,00:09:14,0,$0.00
********* NON-BUYERS 10-26,mobile,000068,New Visitor,2,50.00%,2.00,00:00:19,0,$0.00
********* NON-BUYERS 10-26,mobile,000076,New Visitor,2,50.00%,3.50,00:02:53,0,$0.00
********* NON-BUYERS 10-26,mobile,000078,New Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********* NON-BUYERS 10-26,mobile,000095,Returning Visitor,2,50.00%,18.00,00:14:46,0,$0.00
********* NON-BUYERS 10-26,mobile,000096,New Visitor,2,0.00%,16.50,00:09:39,0,$0.00
********* NON-BUYERS 10-26,mobile,000097,New Visitor,2,0.00%,5.50,00:09:43,0,$0.00
********* NON-BUYERS 10-26,mobile,000099,New Visitor,2,100.00%,1.50,00:00:00,0,$0.00
********* NON-BUYERS 10-26,mobile,000100,New Visitor,2,50.00%,5.00,00:03:29,0,$0.00
********* NON-BUYERS 10-26,mobile,000104,New Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********* NON-BUYERS 10-26,mobile,000107,New Visitor,2,0.00%,7.00,00:07:32,0,$0.00
********* NON-BUYERS 10-26,mobile,000116,New Visitor,2,50.00%,2.50,00:00:15,0,$0.00
********* NON-BUYERS 10-26,mobile,000117,New Visitor,2,0.00%,3.50,00:01:40,0,$0.00
********* NON-BUYERS 10-26,mobile,000118,New Visitor,2,0.00%,9.50,00:06:52,0,$0.00
********* NON-BUYERS 10-26,mobile,000119,New Visitor,2,0.00%,3.00,00:00:36,0,$0.00
********* NON-BUYERS 10-26,mobile,000120,Returning Visitor,2,50.00%,2.00,00:00:33,0,$0.00
********* NON-BUYERS 10-26,mobile,000124,New Visitor,2,50.00%,1.50,00:00:47,0,$0.00
********* NON-BUYERS 10-26,mobile,000127,New Visitor,2,50.00%,4.00,00:00:24,0,$0.00
********* NON-BUYERS 10-26,mobile,000131,New Visitor,2,50.00%,8.50,00:01:48,0,$0.00
********* NON-BUYERS 10-26,mobile,000138,New Visitor,2,50.00%,27.00,00:00:51,0,$0.00
********* NON-BUYERS 10-26,mobile,000140,New Visitor,2,50.00%,3.50,00:09:23,0,$0.00
********* NON-BUYERS 10-26,mobile,000142,New Visitor,2,0.00%,13.00,00:08:10,0,$0.00
********* NON-BUYERS 10-26,mobile,000143,New Visitor,2,0.00%,3.00,00:01:36,0,$0.00
********* NON-BUYERS 10-26,mobile,000144,New Visitor,2,0.00%,6.00,00:05:56,0,$0.00
********* NON-BUYERS 10-26,mobile,000146,New Visitor,2,0.00%,6.00,00:01:56,0,$0.00
********* NON-BUYERS 10-26,mobile,000147,Returning Visitor,2,50.00%,13.00,00:00:19,0,$0.00
********* NON-BUYERS 10-26,mobile,000150,New Visitor,2,0.00%,3.00,00:07:42,0,$0.00
********* NON-BUYERS 10-26,mobile,000152,New Visitor,2,50.00%,8.50,00:06:50,0,$0.00
********* NON-BUYERS 10-26,mobile,000154,New Visitor,2,0.00%,5.00,00:01:51,0,$0.00
********* NON-BUYERS 10-26,tablet,000014,New Visitor,2,0.00%,7.00,00:04:20,0,$0.00
********* NON-BUYERS 10-26,tablet,000015,New Visitor,2,50.00%,1.50,00:00:03,0,$0.00
********* NON-BUYERS 10-26,tablet,000016,New Visitor,2,50.00%,2.50,00:04:24,0,$0.00
********* NON-BUYERS 10-26,tablet,000018,New Visitor,2,50.00%,5.50,00:02:47,0,$0.00
********* NON-BUYERS 10-26,tablet,000018,Returning Visitor,2,50.00%,4.50,00:05:58,0,$0.00
********* NON-BUYERS 10-26,tablet,000019,New Visitor,2,0.00%,7.00,00:08:16,0,$0.00
********* NON-BUYERS 10-26,tablet,000030,Returning Visitor,2,0.00%,4.00,00:05:00,0,$0.00
********* NON-BUYERS 10-26,tablet,000031,Returning Visitor,2,0.00%,2.00,00:01:20,0,$0.00
********* NON-BUYERS 10-26,tablet,000036,New Visitor,2,0.00%,6.50,00:03:00,0,$0.00
********* NON-BUYERS 10-26,tablet,000038,New Visitor,2,50.00%,1.50,00:00:52,0,$0.00
********* NON-BUYERS 10-26,tablet,000040,New Visitor,2,50.00%,3.00,00:01:26,0,$0.00
********* NON-BUYERS 10-26,tablet,000041,New Visitor,2,0.00%,7.00,00:02:33,0,$0.00
********* NON-BUYERS 10-26,tablet,000041,Returning Visitor,2,50.00%,4.50,00:06:51,0,$0.00
********* NON-BUYERS 10-26,tablet,000042,Returning Visitor,2,0.00%,3.50,00:05:36,0,$0.00
********* NON-BUYERS 10-26,tablet,000055,New Visitor,2,50.00%,13.00,00:04:49,0,$0.00
********* NON-BUYERS 10-26,tablet,000055,Returning Visitor,2,0.00%,8.00,00:14:01,1,$30.88
********* NON-BUYERS 10-26,tablet,000063,Returning Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********* NON-BUYERS 10-26,tablet,000066,Returning Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********* NON-BUYERS 10-26,tablet,000067,New Visitor,2,50.00%,10.00,00:02:42,0,$0.00
********* NON-BUYERS 10-26,tablet,000067,Returning Visitor,2,0.00%,3.00,00:06:44,0,$0.00
********* NON-BUYERS 10-26,tablet,000068,New Visitor,2,0.00%,3.00,00:00:26,0,$0.00
********* NON-BUYERS 10-26,tablet,000068,Returning Visitor,2,50.00%,8.50,00:02:48,1,$42.98
********* NON-BUYERS 10-26,tablet,000084,New Visitor,2,0.00%,4.00,00:01:39,0,$0.00
********* NON-BUYERS 10-26,tablet,000088,New Visitor,2,50.00%,14.50,00:09:25,0,$0.00
********* NON-BUYERS 10-26,tablet,000091,Returning Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********* NON-BUYERS 10-26,tablet,000111,New Visitor,2,50.00%,4.50,00:03:14,0,$0.00
********* NON-BUYERS 10-26,tablet,000114,Returning Visitor,2,50.00%,10.50,00:03:52,0,$0.00
********* NON-BUYERS 10-26,tablet,000157,New Visitor,2,0.00%,1.50,00:13:03,0,$0.00
********* NON-BUYERS 10-26,tablet,000161,Returning Visitor,2,0.00%,21.00,00:08:11,0,$0.00
********** BUYERS - 10-13,desktop,000003,Returning Visitor,2,0.00%,3.00,00:01:17,0,$0.00
********** BUYERS - 10-13,desktop,000006,Returning Visitor,2,0.00%,4.00,00:03:09,0,$0.00
********** BUYERS - 10-13,desktop,000007,Returning Visitor,2,0.00%,10.00,00:14:19,0,$0.00
********** BUYERS - 10-13,desktop,000016,New Visitor,2,0.00%,14.50,00:15:10,0,$0.00
********** BUYERS - 10-13,desktop,000017,New Visitor,2,0.00%,7.00,00:14:16,0,$0.00
********** BUYERS - 10-13,desktop,000018,Returning Visitor,2,0.00%,18.00,00:15:05,0,$0.00
********** BUYERS - 10-13,desktop,000021,New Visitor,2,50.00%,2.00,00:00:47,0,$0.00
********** BUYERS - 10-13,desktop,000025,Returning Visitor,2,50.00%,1.50,00:00:06,0,$0.00
********** BUYERS - 10-13,desktop,000026,New Visitor,2,0.00%,6.50,00:03:39,0,$0.00
********** BUYERS - 10-13,desktop,000028,New Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000029,Returning Visitor,2,0.00%,3.50,00:01:03,0,$0.00
********** BUYERS - 10-13,desktop,000030,New Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000032,New Visitor,2,0.00%,5.50,00:19:59,0,$0.00
********** BUYERS - 10-13,desktop,000036,New Visitor,2,0.00%,33.00,00:01:00,0,$0.00
********** BUYERS - 10-13,desktop,000041,Returning Visitor,2,50.00%,2.50,00:00:36,0,$0.00
********** BUYERS - 10-13,desktop,000054,Returning Visitor,2,0.00%,11.50,00:13:13,0,$0.00
********** BUYERS - 10-13,desktop,000056,Returning Visitor,2,50.00%,1.50,00:01:46,0,$0.00
********** BUYERS - 10-13,desktop,000063,Returning Visitor,2,0.00%,6.50,00:06:29,0,$0.00
********** BUYERS - 10-13,desktop,000107,Returning Visitor,2,0.00%,3.50,00:01:05,0,$0.00
********** BUYERS - 10-13,desktop,000114,New Visitor,2,0.00%,26.00,00:05:56,1,$24.98
********** BUYERS - 10-13,desktop,000114,Returning Visitor,2,0.00%,3.00,00:12:02,0,$0.00
********** BUYERS - 10-13,desktop,000115,New Visitor,2,50.00%,2.00,00:00:44,0,$0.00
********** BUYERS - 10-13,desktop,000117,New Visitor,2,100.00%,26.50,00:00:00,1,$14.98
********** BUYERS - 10-13,desktop,000120,New Visitor,2,50.00%,7.00,00:01:51,1,$24.98
********** BUYERS - 10-13,desktop,000123,Returning Visitor,2,50.00%,1.50,00:03:38,0,$0.00
********** BUYERS - 10-13,desktop,000124,Returning Visitor,2,100.00%,6.00,00:00:00,1,$14.98
********** BUYERS - 10-13,desktop,000129,New Visitor,2,50.00%,6.00,00:03:59,1,$24.97
********** BUYERS - 10-13,desktop,000131,Returning Visitor,2,0.00%,10.00,00:03:50,1,$24.98
********** BUYERS - 10-13,desktop,000133,Returning Visitor,2,50.00%,4.50,00:01:41,0,$0.00
********** BUYERS - 10-13,desktop,000136,New Visitor,2,50.00%,30.50,00:01:24,0,$0.00
********** BUYERS - 10-13,desktop,000137,Returning Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000155,Returning Visitor,2,0.00%,8.00,00:03:41,0,$0.00
********** BUYERS - 10-13,desktop,000160,Returning Visitor,2,50.00%,2.00,00:00:27,0,$0.00
********** BUYERS - 10-13,desktop,000164,Returning Visitor,2,0.00%,35.50,00:20:14,1,$51.96
********** BUYERS - 10-13,desktop,000166,Returning Visitor,2,50.00%,9.50,00:00:36,0,$0.00
********** BUYERS - 10-13,mobile,000002,Returning Visitor,2,0.00%,7.50,00:07:22,0,$0.00
********** BUYERS - 10-13,mobile,000008,Returning Visitor,2,50.00%,9.00,00:01:11,1,$19.38
********** BUYERS - 10-13,mobile,000009,Returning Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000022,Returning Visitor,2,0.00%,16.50,00:09:58,0,$0.00
********** BUYERS - 10-13,mobile,000024,Returning Visitor,2,0.00%,5.00,00:04:49,0,$0.00
********** BUYERS - 10-13,mobile,000026,New Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000032,New Visitor,2,0.00%,18.50,00:11:20,2,$76.96
********** BUYERS - 10-13,mobile,000038,Returning Visitor,2,50.00%,5.00,00:03:00,0,$0.00
********** BUYERS - 10-13,mobile,000041,New Visitor,2,0.00%,5.50,00:17:36,0,$0.00
********** BUYERS - 10-13,mobile,000042,New Visitor,2,0.00%,33.00,00:11:22,0,$0.00
********** BUYERS - 10-13,mobile,000043,New Visitor,2,0.00%,4.00,00:23:17,0,$0.00
********** BUYERS - 10-13,mobile,000044,New Visitor,2,50.00%,17.50,00:11:16,1,$43.96
********** BUYERS - 10-13,mobile,000045,Returning Visitor,2,50.00%,7.50,00:02:42,0,$0.00
********** BUYERS - 10-13,mobile,000052,Returning Visitor,2,50.00%,2.00,00:00:43,0,$0.00
********** BUYERS - 10-13,mobile,000054,New Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000055,New Visitor,2,0.00%,4.00,00:01:09,0,$0.00
********** BUYERS - 10-13,mobile,000059,New Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000059,Returning Visitor,2,0.00%,5.00,00:04:21,0,$0.00
********** BUYERS - 10-13,mobile,000065,New Visitor,2,0.00%,9.50,00:06:28,0,$0.00
********** BUYERS - 10-13,mobile,000065,Returning Visitor,2,50.00%,3.00,00:04:34,0,$0.00
********** BUYERS - 10-13,mobile,000066,New Visitor,2,0.00%,3.50,00:06:01,0,$0.00
********** BUYERS - 10-13,mobile,000066,Returning Visitor,2,0.00%,15.50,00:10:58,0,$0.00
********** BUYERS - 10-13,mobile,000067,New Visitor,2,50.00%,13.00,00:03:25,0,$0.00
********** BUYERS - 10-13,mobile,000068,Returning Visitor,2,0.00%,20.00,00:24:16,0,$0.00
********** BUYERS - 10-13,mobile,000069,Returning Visitor,2,50.00%,10.50,00:08:52,2,$116.55
********** BUYERS - 10-13,mobile,000070,Returning Visitor,2,0.00%,6.50,00:10:18,0,$0.00
********** BUYERS - 10-13,mobile,000073,Returning Visitor,2,50.00%,4.50,00:01:35,0,$0.00
********** BUYERS - 10-13,mobile,000077,Returning Visitor,2,0.00%,3.00,00:00:01,0,$0.00
********** BUYERS - 10-13,mobile,000080,Returning Visitor,2,50.00%,12.00,00:11:45,0,$0.00
********** BUYERS - 10-13,mobile,000084,Returning Visitor,2,0.00%,7.00,00:02:23,0,$0.00
********** BUYERS - 10-13,mobile,000092,Returning Visitor,2,50.00%,3.00,00:01:48,1,$64.99
********** BUYERS - 10-13,mobile,000094,Returning Visitor,2,50.00%,9.00,00:03:52,0,$0.00
********** BUYERS - 10-13,mobile,000095,Returning Visitor,2,50.00%,1.50,00:00:06,0,$0.00
********** BUYERS - 10-13,mobile,000099,Returning Visitor,2,50.00%,1.50,00:00:01,0,$0.00
********** BUYERS - 10-13,mobile,000102,Returning Visitor,2,50.00%,5.50,00:05:51,0,$0.00
********** BUYERS - 10-13,mobile,000106,Returning Visitor,2,50.00%,4.00,00:00:34,0,$0.00
********** BUYERS - 10-13,mobile,000117,New Visitor,2,0.00%,9.00,00:09:58,1,$14.98
********** BUYERS - 10-13,mobile,000118,New Visitor,2,0.00%,4.00,00:01:27,0,$0.00
********** BUYERS - 10-13,mobile,000122,New Visitor,2,0.00%,14.00,00:32:58,0,$0.00
********** BUYERS - 10-13,mobile,000126,New Visitor,2,0.00%,9.00,00:06:26,0,$0.00
********** BUYERS - 10-13,mobile,000129,New Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000131,New Visitor,2,50.00%,1.50,00:00:16,0,$0.00
********** BUYERS - 10-13,mobile,000138,New Visitor,2,50.00%,20.50,00:12:05,1,$14.98
********** BUYERS - 10-13,mobile,000139,New Visitor,2,50.00%,1.50,00:00:05,0,$0.00
********** BUYERS - 10-13,mobile,000149,New Visitor,2,0.00%,5.50,00:04:14,0,$0.00
********** BUYERS - 10-13,mobile,000154,New Visitor,2,0.00%,14.50,00:07:32,0,$0.00
********** BUYERS - 10-13,mobile,000154,Returning Visitor,2,50.00%,1.50,00:00:15,0,$0.00
********** BUYERS - 10-13,mobile,000166,New Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000167,New Visitor,2,0.00%,2.50,00:05:36,0,$0.00
********** BUYERS - 10-13,tablet,000006,Returning Visitor,2,50.00%,1.50,00:00:01,0,$0.00
********** BUYERS - 10-13,tablet,000013,Returning Visitor,2,0.00%,9.00,00:13:53,1,$48.98
********** BUYERS - 10-13,tablet,000014,New Visitor,2,50.00%,2.50,00:01:08,0,$0.00
********** BUYERS - 10-13,tablet,000014,Returning Visitor,2,50.00%,11.50,00:05:46,0,$0.00
********** BUYERS - 10-13,tablet,000015,New Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000015,Returning Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000017,Returning Visitor,2,50.00%,8.50,00:05:32,0,$0.00
********** BUYERS - 10-13,tablet,000019,Returning Visitor,2,0.00%,11.00,00:04:44,1,$69.60
********** BUYERS - 10-13,tablet,000025,Returning Visitor,2,0.00%,10.00,00:17:55,0,$0.00
********** BUYERS - 10-13,tablet,000029,Returning Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000033,Returning Visitor,2,100.00%,7.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000104,Returning Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000110,Returning Visitor,2,50.00%,3.00,00:05:12,0,$0.00
********** BUYERS - 10-13,tablet,000111,Returning Visitor,2,50.00%,6.50,00:03:34,0,$0.00
********** BUYERS - 10-13,tablet,000112,New Visitor,2,50.00%,3.00,00:00:53,1,$14.98
********** BUYERS - 10-13,tablet,000114,New Visitor,2,50.00%,3.50,00:00:53,0,$0.00
********** BUYERS - 10-13,tablet,000117,New Visitor,2,50.00%,4.00,00:11:10,0,$0.00
********** BUYERS - 10-13,tablet,000120,New Visitor,2,50.00%,8.50,00:07:02,0,$0.00
********** BUYERS - 10-13,tablet,000124,New Visitor,2,50.00%,1.00,00:11:01,0,$0.00
********** BUYERS - 10-13,tablet,000131,New Visitor,2,0.00%,8.50,00:24:24,0,$0.00
********** BUYERS - 10-13,tablet,000137,Returning Visitor,2,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000157,New Visitor,2,0.00%,3.50,00:03:05,0,$0.00
********** BUYERS - 10-13,tablet,000158,New Visitor,2,50.00%,9.50,00:05:29,0,$0.00
********** BUYERS - 10-13,tablet,000164,Returning Visitor,2,0.00%,9.00,00:35:07,0,$0.00
*********+NON-BUYERS+10-26,mobile,000018,Returning Visitor,2,0.00%,4.00,00:03:47,0,$0.00
*********+NON-BUYERS+10-26,mobile,000020,Returning Visitor,2,0.00%,6.00,00:02:23,0,$0.00
*********+NON-BUYERS+10-26,mobile,000111,Returning Visitor,2,0.00%,3.50,00:12:29,0,$0.00
Abandoned Carts - Standard,desktop,000133,Returning Visitor,2,50.00%,11.50,00:07:06,0,$0.00
Abandoned Carts - Standard,mobile,000016,Returning Visitor,2,100.00%,1.00,00:00:00,0,$0.00
Abandoned Carts - Standard,mobile,000035,New Visitor,2,0.00%,2.50,00:00:17,0,$0.00
Abandoned Carts - Standard,mobile,000067,Returning Visitor,2,100.00%,1.00,00:00:00,0,$0.00
Abandoned Carts - Standard,mobile,000085,Returning Visitor,2,0.00%,14.00,00:08:45,1,$54.87
Abandoned Carts - Standard,mobile,000103,Returning Visitor,2,100.00%,1.00,00:00:00,0,$0.00
Abandoned Carts - Standard,mobile,000158,Returning Visitor,2,50.00%,2.00,00:00:07,0,$0.00
aol,desktop,000101,New Visitor,2,50.00%,1.50,00:00:12,0,$0.00
bing,desktop,000000,New Visitor,2,50.00%,2.50,00:08:46,0,$0.00
bing,desktop,000012,Returning Visitor,2,0.00%,4.50,00:01:12,0,$0.00
bing,desktop,000015,Returning Visitor,2,0.00%,6.00,00:10:12,0,$0.00
bing,desktop,000018,Returning Visitor,2,50.00%,14.50,00:08:40,0,$0.00
bing,desktop,000019,Returning Visitor,2,0.00%,3.50,00:02:14,0,$0.00
bing,desktop,000022,Returning Visitor,2,100.00%,1.00,00:00:00,0,$0.00
bing,desktop,000029,Returning Visitor,2,50.00%,11.00,00:02:30,0,$0.00
bing,desktop,000033,Returning Visitor,2,50.00%,5.00,00:03:32,0,$0.00
bing,desktop,000035,Returning Visitor,2,50.00%,15.50,00:08:19,1,$156.22
bing,desktop,000041,Returning Visitor,2,100.00%,1.00,00:00:00,0,$0.00
bing,desktop,000053,Returning Visitor,2,50.00%,4.50,00:02:10,0,$0.00
bing,desktop,000056,Returning Visitor,2,100.00%,8.00,00:00:00,0,$0.00
bing,desktop,000062,Returning Visitor,2,0.00%,5.50,00:02:35,0,$0.00
bing,desktop,000063,Returning Visitor,2,0.00%,3.00,00:00:25,0,$0.00
bing,desktop,000065,Returning Visitor,2,50.00%,3.50,00:02:07,0,$0.00
bing,desktop,000067,Returning Visitor,2,50.00%,2.50,00:00:25,0,$0.00
bing,desktop,000068,Returning Visitor,2,50.00%,1.50,00:00:04,0,$0.00
bing,desktop,000069,Returning Visitor,2,0.00%,11.00,00:05:18,0,$0.00
bing,desktop,000074,New Visitor,2,50.00%,4.00,00:02:33,0,$0.00
bing,desktop,000088,Returning Visitor,2,0.00%,9.00,00:03:33,0,$0.00
bing,desktop,000099,New Visitor,2,50.00%,1.00,00:06:02,0,$0.00
bing,desktop,000109,Returning Visitor,2,50.00%,2.00,00:01:03,0,$0.00
bing,desktop,000114,Returning Visitor,2,50.00%,2.00,00:00:25,0,$0.00
bing,desktop,000116,Returning Visitor,2,50.00%,2.00,00:00:48,0,$0.00
bing,desktop,000120,New Visitor,2,100.00%,1.00,00:00:00,0,$0.00
bing,desktop,000121,New Visitor,2,0.00%,2.50,00:00:54,0,$0.00
bing,desktop,000123,New Visitor,2,100.00%,2.00,00:00:00,0,$0.00
bing,desktop,000126,Returning Visitor,2,50.00%,1.50,00:00:20,0,$0.00
bing,desktop,000131,Returning Visitor,2,0.00%,2.00,00:01:34,0,$0.00
bing,desktop,000132,Returning Visitor,2,0.00%,27.00,00:15:13,0,$0.00
bing,desktop,000133,Returning Visitor,2,0.00%,41.50,00:18:57,0,$0.00
bing,desktop,000134,Returning Visitor,2,0.00%,4.00,00:01:20,0,$0.00
bing,desktop,000135,Returning Visitor,2,0.00%,27.00,00:18:24,1,$110.89
bing,desktop,000136,Returning Visitor,2,50.00%,4.50,00:01:36,0,$0.00
bing,desktop,000141,Returning Visitor,2,50.00%,6.00,00:02:59,0,$0.00
bing,desktop,000142,Returning Visitor,2,50.00%,4.00,00:01:12,0,$0.00
bing,desktop,000144,New Visitor,2,0.00%,6.50,00:06:14,0,$0.00
bing,desktop,000154,Returning Visitor,2,0.00%,5.50,00:06:39,0,$0.00
bing,desktop,000155,Returning Visitor,2,0.00%,5.50,00:02:19,0,$0.00
bing,desktop,000157,Returning Visitor,2,50.00%,2.50,00:00:20,0,$0.00
bing,desktop,000158,Returning Visitor,2,50.00%,2.50,00:00:56,0,$0.00
bing,desktop,000162,Returning Visitor,2,0.00%,16.00,00:09:45,0,$0.00
bing,desktop,000164,Returning Visitor,2,0.00%,9.00,00:06:00,0,$0.00
bing,desktop,000165,Returning Visitor,2,0.00%,24.00,00:21:01,0,$0.00
bing,mobile,000002,Returning Visitor,2,50.00%,5.00,00:01:18,0,$0.00
bing,mobile,000003,New Visitor,2,0.00%,3.50,00:00:37,0,$0.00
bing,mobile,000011,Returning Visitor,2,100.00%,1.00,00:00:00,0,$0.00
bing,mobile,000012,Returning Visitor,2,50.00%,10.00,00:09:24,1,$91.35
bing,mobile,000022,New Visitor,2,50.00%,2.00,00:00:15,0,$0.00
bing,mobile,000023,New Visitor,2,50.00%,2.00,00:00:21,0,$0.00
bing,mobile,000026,New Visitor,2,0.00%,12.00,00:17:52,0,$0.00
bing,mobile,000030,New Visitor,2,50.00%,6.50,00:02:16,0,$0.00
bing,mobile,000034,Returning Visitor,2,50.00%,1.50,00:00:00,0,$0.00
bing,mobile,000038,Returning Visitor,2,50.00%,6.50,00:02:17,0,$0.00
bing,mobile,000039,Returning Visitor,2,50.00%,1.50,00:00:00,0,$0.00
bing,mobile,000042,Returning Visitor,2,50.00%,2.50,00:01:15,0,$0.00
bing,mobile,000051,New Visitor,2,0.00%,8.50,00:06:25,0,$0.00
bing,mobile,000053,New Visitor,2,0.00%,5.00,00:12:21,0,$0.00
bing,mobile,000055,New Visitor,2,50.00%,1.50,00:01:36,0,$0.00
bing,mobile,000056,Returning Visitor,2,50.00%,4.00,00:03:27,0,$0.00
bing,mobile,000057,New Visitor,2,50.00%,11.50,00:00:33,0,$0.00
bing,mobile,000060,New Visitor,2,100.00%,1.00,00:00:00,0,$0.00
bing,mobile,000063,New Visitor,2,100.00%,1.00,00:00:00,0,$0.00
bing,mobile,000076,Returning Visitor,2,50.00%,1.50,00:01:17,0,$0.00
bing,mobile,000079,New Visitor,2,50.00%,1.50,00:00:09,0,$0.00
bing,mobile,000083,Returning Visitor,2,0.00%,4.00,00:02:30,0,$0.00
bing,mobile,000094,New Visitor,2,50.00%,8.50,00:05:12,0,$0.00
bing,mobile,000096,New Visitor,2,50.00%,1.50,00:00:06,0,$0.00
bing,mobile,000100,New Visitor,2,0.00%,5.50,00:05:54,0,$0.00
bing,mobile,000102,Returning Visitor,2,100.00%,1.00,00:00:00,0,$0.00
bing,mobile,000109,Returning Visitor,2,50.00%,3.00,00:00:28,0,$0.00
bing,mobile,000113,Returning Visitor,2,0.00%,5.00,00:06:53,0,$0.00
bing,mobile,000116,Returning Visitor,2,100.00%,1.00,00:00:00,0,$0.00
bing,mobile,000120,New Visitor,2,0.00%,17.00,00:12:19,0,$0.00
bing,mobile,000124,New Visitor,2,50.00%,3.00,00:01:41,0,$0.00
bing,mobile,000126,New Visitor,2,0.00%,6.00,00:01:51,0,$0.00
bing,mobile,000128,New Visitor,2,0.00%,8.00,00:13:43,0,$0.00
bing,mobile,000128,Returning Visitor,2,50.00%,4.50,00:01:17,1,$30.97
bing,mobile,000134,Returning Visitor,2,0.00%,4.50,00:06:52,0,$0.00
bing,mobile,000135,New Visitor,2,50.00%,1.50,00:00:41,0,$0.00
bing,mobile,000136,Returning Visitor,2,50.00%,34.50,00:23:07,0,$0.00
bing,mobile,000139,Returning Visitor,2,50.00%,1.00,00:07:57,0,$0.00
bing,mobile,000143,New Visitor,2,50.00%,4.00,00:04:09,0,$0.00
bing,mobile,000145,New Visitor,2,0.00%,8.50,00:02:53,0,$0.00
bing,mobile,000149,Returning Visitor,2,0.00%,2.50,00:01:25,0,$0.00
bing,mobile,000157,Returning Visitor,2,50.00%,2.50,00:00:30,0,$0.00
bing,mobile,000165,Returning Visitor,2,50.00%,1.00,00:14:50,0,$0.00
bing,mobile,000166,Returning Visitor,2,50.00%,2.00,00:00:34,0,$0.00
bing,mobile,000167,New Visitor,2,0.00%,6.50,00:08:31,0,$0.00
bing,tablet,000000,Returning Visitor,2,50.00%,1.50,00:06:05,0,$0.00
bing,tablet,000003,New Visitor,2,50.00%,5.50,00:03:06,0,$0.00
bing,tablet,000012,Returning Visitor,2,50.00%,3.00,00:01:27,0,$0.00
bing,tablet,000013,New Visitor,2,0.00%,2.00,00:00:23,0,$0.00
bing,tablet,000020,New Visitor,2,0.00%,9.50,00:07:09,0,$0.00
bing,tablet,000021,New Visitor,2,50.00%,5.00,00:17:16,0,$0.00
bing,tablet,000022,New Visitor,2,0.00%,29.50,00:14:48,0,$0.00
bing,tablet,000023,New Visitor,2,50.00%,6.50,00:00:08,0,$0.00
bing,tablet,000026,New Visitor,2,50.00%,2.50,00:00:49,0,$0.00
bing,tablet,000031,New Visitor,2,50.00%,2.00,00:00:43,0,$0.00
bing,tablet,000035,New Visitor,2,50.00%,10.00,00:02:42,0,$0.00
bing,tablet,000036,New Visitor,2,0.00%,11.00,00:08:14,0,$0.00
bing,tablet,000037,New Visitor,2,50.00%,7.00,00:01:22,0,$0.00
bing,tablet,000037,Returning Visitor,2,50.00%,1.50,00:00:20,0,$0.00
bing,tablet,000056,New Visitor,2,0.00%,6.50,00:05:04,0,$0.00
bing,tablet,000057,New Visitor,2,0.00%,6.00,00:02:21,0,$0.00
bing,tablet,000059,New Visitor,2,50.00%,5.00,00:04:10,0,$0.00
bing,tablet,000063,New Visitor,2,0.00%,5.50,00:01:53,0,$0.00
